,code,category,long_description,short_description
1392,01964,1.0,,Obstetric
1393,01965,1.0,,Obstetric
1394,01966,1.0,,Obstetric
1395,01967,1.0,,Obstetric
1396,01968,1.0,,Obstetric
1397,01969,1.0,,Obstetric
1398,0196T,3.0,,Remote Real-Time Interactive Video-conferenced Critical Care Services and Other Undefined Category Codes
1399,0197T,3.0,,Remote Real-Time Interactive Video-conferenced Critical Care Services and Other Undefined Category Codes
1400,0198T,3.0,,Remote Real-Time Interactive Video-conferenced Critical Care Services and Other Undefined Category Codes
1401,01990,1.0,,Other procedures
1402,01991,1.0,,Other procedures
1403,01992,1.0,,Other procedures
1404,01993,1.0,,Other procedures
1405,01994,1.0,,Other procedures
1406,01995,1.0,,Other procedures
1407,01996,1.0,,Other procedures
1408,01997,1.0,,Other procedures
1409,01998,1.0,,Other procedures
1410,01999,1.0,,Other procedures
1411,0199T,3.0,,Remote Real-Time Interactive Video-conferenced Critical Care Services and Other Undefined Category Codes
1412,0200T,3.0,,Remote Real-Time Interactive Video-conferenced Critical Care Services and Other Undefined Category Codes
1413,0201T,3.0,,Remote Real-Time Interactive Video-conferenced Critical Care Services and Other Undefined Category Codes
1414,0202T,3.0,,Remote Real-Time Interactive Video-conferenced Critical Care Services and Other Undefined Category Codes
1415,0203T,3.0,,Remote Real-Time Interactive Video-conferenced Critical Care Services and Other Undefined Category Codes
1416,0204T,3.0,,Remote Real-Time Interactive Video-conferenced Critical Care Services and Other Undefined Category Codes
1417,0205T,3.0,,Remote Real-Time Interactive Video-conferenced Critical Care Services and Other Undefined Category Codes
1418,0206T,3.0,,Remote Real-Time Interactive Video-conferenced Critical Care Services and Other Undefined Category Codes
1419,0207T,3.0,,Remote Real-Time Interactive Video-conferenced Critical Care Services and Other Undefined Category Codes
1420,0208T,3.0,,Remote Real-Time Interactive Video-conferenced Critical Care Services and Other Undefined Category Codes
1421,0209T,3.0,,Remote Real-Time Interactive Video-conferenced Critical Care Services and Other Undefined Category Codes
1422,0210T,3.0,,Remote Real-Time Interactive Video-conferenced Critical Care Services and Other Undefined Category Codes
1423,0211T,3.0,,Remote Real-Time Interactive Video-conferenced Critical Care Services and Other Undefined Category Codes
1424,0212T,3.0,,Remote Real-Time Interactive Video-conferenced Critical Care Services and Other Undefined Category Codes
1425,0213T,3.0,,Remote Real-Time Interactive Video-conferenced Critical Care Services and Other Undefined Category Codes
1426,0214T,3.0,,Remote Real-Time Interactive Video-conferenced Critical Care Services and Other Undefined Category Codes
1427,0215T,3.0,,Remote Real-Time Interactive Video-conferenced Critical Care Services and Other Undefined Category Codes
1428,0216T,3.0,,Remote Real-Time Interactive Video-conferenced Critical Care Services and Other Undefined Category Codes
1429,0217T,3.0,,Remote Real-Time Interactive Video-conferenced Critical Care Services and Other Undefined Category Codes
1430,0218T,3.0,,Remote Real-Time Interactive Video-conferenced Critical Care Services and Other Undefined Category Codes
1431,0219T,3.0,,Remote Real-Time Interactive Video-conferenced Critical Care Services and Other Undefined Category Codes
1432,0220T,3.0,,Remote Real-Time Interactive Video-conferenced Critical Care Services and Other Undefined Category Codes
1433,0221T,3.0,,Remote Real-Time Interactive Video-conferenced Critical Care Services and Other Undefined Category Codes
1434,0222T,3.0,,Remote Real-Time Interactive Video-conferenced Critical Care Services and Other Undefined Category Codes
1435,0223T,3.0,,Remote Real-Time Interactive Video-conferenced Critical Care Services and Other Undefined Category Codes
1436,0224T,3.0,,Remote Real-Time Interactive Video-conferenced Critical Care Services and Other Undefined Category Codes
1437,0225T,3.0,,Remote Real-Time Interactive Video-conferenced Critical Care Services and Other Undefined Category Codes
1438,0226T,3.0,,Remote Real-Time Interactive Video-conferenced Critical Care Services and Other Undefined Category Codes
1439,0227T,3.0,,Remote Real-Time Interactive Video-conferenced Critical Care Services and Other Undefined Category Codes
1440,0228T,3.0,,Remote Real-Time Interactive Video-conferenced Critical Care Services and Other Undefined Category Codes
1441,0229T,3.0,,Remote Real-Time Interactive Video-conferenced Critical Care Services and Other Undefined Category Codes
1442,0230T,3.0,,Remote Real-Time Interactive Video-conferenced Critical Care Services and Other Undefined Category Codes
1443,0231T,3.0,,Remote Real-Time Interactive Video-conferenced Critical Care Services and Other Undefined Category Codes
1444,0232T,3.0,,Injection(s)
1445,0234T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1446,0235T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1447,0236T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1448,0237T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1449,0238T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1450,0239T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1451,0240T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1452,0241T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1453,0242T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1454,0243T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1455,0244T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1456,0245T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1457,0246T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1458,0247T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1459,0248T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1460,0249T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1461,0250T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1462,0251T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1463,0252T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1464,0253T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1465,0254T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1466,0255T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1467,0256T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1468,0257T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1469,0258T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1470,0259T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1471,0260T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1472,0261T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1473,0262T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1474,0263T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1475,0264T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1476,0265T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1477,0266T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1478,0267T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1479,0268T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1480,0269T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1481,0270T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1482,0271T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1483,0272T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1484,0273T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1485,0274T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1486,0275T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1487,0276T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1488,0277T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1489,0278T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1490,0279T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1491,0280T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1492,0281T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1493,0282T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1494,0283T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1495,0284T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1496,0285T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1497,0286T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1498,0287T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1499,0288T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1500,0289T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1501,0290T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1502,0291T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1503,0292T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1504,0293T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1505,0294T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1506,0295T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1507,0296T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1508,0297T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1509,0298T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1510,0299T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1511,0300T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1512,0301T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1513,0302T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1514,0303T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1515,0304T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1516,0305T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1517,0306T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1518,0307T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1519,0308T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1520,0309T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1521,0310T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1522,0311T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1523,0312T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1524,0313T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1525,0314T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1526,0315T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1527,0316T,3.0,,Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes
1528,0329T,3.0,,"Imaging, Testing, Implantation and Other Services"
1529,0330T,3.0,,"Imaging, Testing, Implantation and Other Services"
1530,0331T,3.0,,"Imaging, Testing, Implantation and Other Services"
1531,0332T,3.0,,"Imaging, Testing, Implantation and Other Services"
1532,0333T,3.0,,"Imaging, Testing, Implantation and Other Services"
1533,0334T,3.0,,"Imaging, Testing, Implantation and Other Services"
1534,0335T,3.0,,"Imaging, Testing, Implantation and Other Services"
1535,0336T,3.0,,"Imaging, Testing, Implantation and Other Services"
1536,0337T,3.0,,"Imaging, Testing, Implantation and Other Services"
1537,0338T,3.0,,"Imaging, Testing, Implantation and Other Services"
1538,0339T,3.0,,"Imaging, Testing, Implantation and Other Services"
1539,0340T,3.0,,"Imaging, Testing, Implantation and Other Services"
1540,0341T,3.0,,"Imaging, Testing, Implantation and Other Services"
1541,0342T,3.0,,"Imaging, Testing, Implantation and Other Services"
1542,0343T,3.0,,"Imaging, Testing, Implantation and Other Services"
1543,0344T,3.0,,"Imaging, Testing, Implantation and Other Services"
1544,0345T,3.0,,"Imaging, Testing, Implantation and Other Services"
1545,0346T,3.0,,"Imaging, Testing, Implantation and Other Services"
1546,0347T,3.0,,"Imaging, Testing, Implantation and Other Services"
1547,0348T,3.0,,"Imaging, Testing, Implantation and Other Services"
1548,0349T,3.0,,"Imaging, Testing, Implantation and Other Services"
1549,0350T,3.0,,"Imaging, Testing, Implantation and Other Services"
1550,0351T,3.0,,"Imaging, Testing, Implantation and Other Services"
1551,0352T,3.0,,"Imaging, Testing, Implantation and Other Services"
1552,0353T,3.0,,"Imaging, Testing, Implantation and Other Services"
1553,0354T,3.0,,"Imaging, Testing, Implantation and Other Services"
1554,0355T,3.0,,"Imaging, Testing, Implantation and Other Services"
1555,0356T,3.0,,"Imaging, Testing, Implantation and Other Services"
1556,0357T,3.0,,"Imaging, Testing, Implantation and Other Services"
1557,0362T,3.0,,Adaptive Behavior Assessments
1558,0363T,3.0,,Adaptive Behavior Assessments
1559,0364T,3.0,,Adaptive Behavior Assessments
1560,0365T,3.0,,Adaptive Behavior Assessments
1561,0366T,3.0,,Adaptive Behavior Assessments
1562,0367T,3.0,,Adaptive Behavior Assessments
1563,0368T,3.0,,Adaptive Behavior Assessments
1564,0369T,3.0,,Adaptive Behavior Assessments
1565,0370T,3.0,,Adaptive Behavior Assessments
1566,0371T,3.0,,Adaptive Behavior Assessments
1567,0372T,3.0,,Adaptive Behavior Assessments
1568,0376T,3.0,,Other Procedures and Assessments
1569,0377T,3.0,,Other Procedures and Assessments
1570,0378T,3.0,,Other Procedures and Assessments
1571,0379T,3.0,,Other Procedures and Assessments
1572,0380T,3.0,,Other Procedures and Assessments
1573,0381T,3.0,,Other Procedures and Assessments
1574,0382T,3.0,,Other Procedures and Assessments
1575,0383T,3.0,,Other Procedures and Assessments
1576,0384T,3.0,,Other Procedures and Assessments
1577,0385T,3.0,,Other Procedures and Assessments
1578,0394T,3.0,,Pacemaker – Leadless and Pocketless System
1579,0395T,3.0,,Pacemaker – Leadless and Pocketless System
1580,0396T,3.0,,Pacemaker – Leadless and Pocketless System
1581,0397T,3.0,,Pacemaker – Leadless and Pocketless System
1582,0398T,3.0,,Pacemaker – Leadless and Pocketless System
1583,0399T,3.0,,Pacemaker – Leadless and Pocketless System
1584,0400T,3.0,,Pacemaker – Leadless and Pocketless System
1585,0401T,3.0,,Pacemaker – Leadless and Pocketless System
1586,0402T,3.0,,Pacemaker – Leadless and Pocketless System
1587,0403T,3.0,,Pacemaker – Leadless and Pocketless System
1588,0404T,3.0,,Pacemaker – Leadless and Pocketless System
1589,0405T,3.0,,Pacemaker – Leadless and Pocketless System
1590,0406T,3.0,,Pacemaker – Leadless and Pocketless System
1591,0407T,3.0,,Pacemaker – Leadless and Pocketless System
1592,0408T,3.0,,Pacemaker – Leadless and Pocketless System
1593,0409T,3.0,,Pacemaker – Leadless and Pocketless System
1594,0410T,3.0,,Pacemaker – Leadless and Pocketless System
1595,0411T,3.0,,Pacemaker – Leadless and Pocketless System
1596,0412T,3.0,,Pacemaker – Leadless and Pocketless System
1597,0413T,3.0,,Pacemaker – Leadless and Pocketless System
1598,0414T,3.0,,Pacemaker – Leadless and Pocketless System
1599,0415T,3.0,,Pacemaker – Leadless and Pocketless System
1600,0416T,3.0,,Pacemaker – Leadless and Pocketless System
1601,0417T,3.0,,Pacemaker – Leadless and Pocketless System
1602,0418T,3.0,,Pacemaker – Leadless and Pocketless System
1603,0419T,3.0,,Pacemaker – Leadless and Pocketless System
1604,0420T,3.0,,Pacemaker – Leadless and Pocketless System
1605,0421T,3.0,,Pacemaker – Leadless and Pocketless System
1606,0422T,3.0,,Pacemaker – Leadless and Pocketless System
1607,0424T,3.0,,Phrenic Nerve Stimulation System Procedures
1608,0425T,3.0,,Phrenic Nerve Stimulation System Procedures
1609,0426T,3.0,,Phrenic Nerve Stimulation System Procedures
1610,0427T,3.0,,Phrenic Nerve Stimulation System Procedures
1611,0428T,3.0,,Phrenic Nerve Stimulation System Procedures
1612,0429T,3.0,,Phrenic Nerve Stimulation System Procedures
1613,0430T,3.0,,Phrenic Nerve Stimulation System Procedures
1614,0431T,3.0,,Phrenic Nerve Stimulation System Procedures
1615,0432T,3.0,,Phrenic Nerve Stimulation System Procedures
1616,0433T,3.0,,Phrenic Nerve Stimulation System Procedures
1617,0434T,3.0,,Phrenic Nerve Stimulation System Procedures
1618,0435T,3.0,,Phrenic Nerve Stimulation System Procedures
1619,0436T,3.0,,Phrenic Nerve Stimulation System Procedures
1620,0437T,3.0,,Phrenic Nerve Stimulation System Procedures
1621,0438T,3.0,,Phrenic Nerve Stimulation System Procedures
1622,0439T,3.0,,Phrenic Nerve Stimulation System Procedures
1623,0440T,3.0,,Phrenic Nerve Stimulation System Procedures
1624,0441T,3.0,,Phrenic Nerve Stimulation System Procedures
1625,0442T,3.0,,Phrenic Nerve Stimulation System Procedures
1626,0443T,3.0,,Phrenic Nerve Stimulation System Procedures
1627,0444T,3.0,,Phrenic Nerve Stimulation System Procedures
1628,0445T,3.0,,Phrenic Nerve Stimulation System Procedures
1629,0446T,3.0,,Phrenic Nerve Stimulation System Procedures
1630,0447T,3.0,,Phrenic Nerve Stimulation System Procedures
1631,0448T,3.0,,Phrenic Nerve Stimulation System Procedures
1632,0449T,3.0,,Phrenic Nerve Stimulation System Procedures
1633,0450T,3.0,,Phrenic Nerve Stimulation System Procedures
1634,0451T,3.0,,Phrenic Nerve Stimulation System Procedures
1635,0452T,3.0,,Phrenic Nerve Stimulation System Procedures
1636,0453T,3.0,,Phrenic Nerve Stimulation System Procedures
1637,0454T,3.0,,Phrenic Nerve Stimulation System Procedures
1638,0455T,3.0,,Phrenic Nerve Stimulation System Procedures
1639,0456T,3.0,,Phrenic Nerve Stimulation System Procedures
1640,0457T,3.0,,Phrenic Nerve Stimulation System Procedures
1641,0458T,3.0,,Phrenic Nerve Stimulation System Procedures
1642,0459T,3.0,,Phrenic Nerve Stimulation System Procedures
1643,0460T,3.0,,Phrenic Nerve Stimulation System Procedures
1644,0461T,3.0,,Phrenic Nerve Stimulation System Procedures
1645,0462T,3.0,,Phrenic Nerve Stimulation System Procedures
1646,0463T,3.0,,Phrenic Nerve Stimulation System Procedures
1647,0464T,3.0,,Phrenic Nerve Stimulation System Procedures
1648,0465T,3.0,,Phrenic Nerve Stimulation System Procedures
1649,0466T,3.0,,Phrenic Nerve Stimulation System Procedures
1650,0467T,3.0,,Phrenic Nerve Stimulation System Procedures
1651,0469T,3.0,,"Imaging, evaluation, programming and recording procedures"
1652,0470T,3.0,,"Imaging, evaluation, programming and recording procedures"
1653,0471T,3.0,,"Imaging, evaluation, programming and recording procedures"
1654,0472T,3.0,,"Imaging, evaluation, programming and recording procedures"
1655,0473T,3.0,,"Imaging, evaluation, programming and recording procedures"
1656,0474T,3.0,,"Imaging, evaluation, programming and recording procedures"
1657,0475T,3.0,,"Imaging, evaluation, programming and recording procedures"
1658,0476T,3.0,,"Imaging, evaluation, programming and recording procedures"
1659,0477T,3.0,,"Imaging, evaluation, programming and recording procedures"
1660,0479T,3.0,,Laser ablation procedures0481TBlood products transfusion procedure
1661,0483T,3.0,,Cardiac diagnostic imaging and surgical procedures
1662,0485T,3.0,,Diagnostic procedures
1663,0486T,3.0,,Diagnostic procedures
1664,0488T,3.0,,Behavior Analysis
1665,0489T,3.0,,"Cellular regeneration, evaluation study and ablation procedures"
1666,0490T,3.0,,"Cellular regeneration, evaluation study and ablation procedures"
1667,0491T,3.0,,"Cellular regeneration, evaluation study and ablation procedures"
1668,0492T,3.0,,"Cellular regeneration, evaluation study and ablation procedures"
1669,0494T,3.0,,Organ transplantation procedures
1670,0495T,3.0,,Organ transplantation procedures
1671,0497T,3.0,,Cardiac imaging procedures
1672,0499T,3.0,,Procedures performed on Urethra
1673,0500F,2.0,,Patient management
1674,0500T,3.0,,Human Papillomavirus (HPV) analysis
1675,0501F,2.0,,Patient management
1676,0501T,3.0,,Coronary artery disease (CAD) analysis
1677,0502F,2.0,,Patient management
1678,0502T,3.0,,Coronary artery disease (CAD) analysis
1679,0503F,2.0,,Patient management
1680,0503T,3.0,,Coronary artery disease (CAD) analysis
1681,0504F,2.0,,Patient management
1682,0505F,2.0,,Patient management
1683,0505T,3.0,,Other Diagnostic and Therapeutic Procedures
1684,0506F,2.0,,Patient management
1685,0506T,3.0,,Other Diagnostic and Therapeutic Procedures
1686,0507F,2.0,,Patient management
1687,0507T,3.0,,Other Diagnostic and Therapeutic Procedures
1688,0508F,2.0,,Patient management
1689,0509F,2.0,,Patient management
1690,0509T,3.0,,"Vision Studies, Implants and Therapies"
1691,0510F,2.0,,Patient management
1692,0510T,3.0,,"Vision Studies, Implants and Therapies"
1693,0511F,2.0,,Patient management
1694,0511T,3.0,,"Vision Studies, Implants and Therapies"
1695,0512F,2.0,,Patient management
1696,0512T,3.0,,"Vision Studies, Implants and Therapies"
1697,0513F,2.0,,Patient management
1698,0513T,3.0,,"Vision Studies, Implants and Therapies"
1699,0514F,2.0,,Patient management
1700,0515F,2.0,,Patient management
1701,0515T,3.0,,"Cardiac Device Implantation, Analysis and Removal Procedures"
1702,0516F,2.0,,Patient management
1703,0516T,3.0,,"Cardiac Device Implantation, Analysis and Removal Procedures"
1704,0517F,2.0,,Patient management
1705,0517T,3.0,,"Cardiac Device Implantation, Analysis and Removal Procedures"
1706,0518F,2.0,,Patient management
1707,0518T,3.0,,"Cardiac Device Implantation, Analysis and Removal Procedures"
1708,0519F,2.0,,Patient management
1709,0519T,3.0,,"Cardiac Device Implantation, Analysis and Removal Procedures"
1710,0520F,2.0,,Patient management
1711,0520T,3.0,,"Cardiac Device Implantation, Analysis and Removal Procedures"
1712,0521F,2.0,,Patient management
1713,0521T,3.0,,"Cardiac Device Implantation, Analysis and Removal Procedures"
1714,0522F,2.0,,Patient management
1715,0522T,3.0,,"Cardiac Device Implantation, Analysis and Removal Procedures"
1716,0523F,2.0,,Patient management
1717,0524F,2.0,,Patient management
1718,0524T,3.0,,Ablation Procedures
1719,0525F,2.0,,Patient management
1720,0525T,3.0,,Intracardiac Ischemia Monitoring Procedures
1721,0526F,2.0,,Patient management
1722,0526T,3.0,,Intracardiac Ischemia Monitoring Procedures
1723,0527F,2.0,,Patient management
1724,0527T,3.0,,Intracardiac Ischemia Monitoring Procedures
1725,0528F,2.0,,Patient management
1726,0528T,3.0,,Intracardiac Ischemia Monitoring Procedures
1727,0529F,2.0,,Patient management
1728,0529T,3.0,,Intracardiac Ischemia Monitoring Procedures
1729,0530F,2.0,,Patient management
1730,0530T,3.0,,Intracardiac Ischemia Monitoring Procedures
1731,0531F,2.0,,Patient management
1732,0531T,3.0,,Intracardiac Ischemia Monitoring Procedures
1733,0532F,2.0,,Patient management
1734,0533F,2.0,,Patient management
1735,0533T,3.0,,Movement Disorder Analysis
1736,0534F,2.0,,Patient management
1737,0534T,3.0,,Movement Disorder Analysis
1738,0535F,2.0,,Patient management
1739,0535T,3.0,,Movement Disorder Analysis
1740,0536F,2.0,,Patient management
1741,0537F,2.0,,Patient management
1742,0537T,3.0,,Cellular Therapy Procedures
1743,0538F,2.0,,Patient management
1744,0538T,3.0,,Cellular Therapy Procedures
1745,0539F,2.0,,Patient management
1746,0539T,3.0,,Cellular Therapy Procedures
1747,0540F,2.0,,Patient management
1748,0541F,2.0,,Patient management
1749,0541T,3.0,,Cardiac Muscle Imaging
1750,0542F,2.0,,Patient management
1751,0543F,2.0,,Patient management
1752,0543T,3.0,,Cardiac Valve Repair Procedures
1753,0544F,2.0,,Patient management
1754,0544T,3.0,,Cardiac Valve Repair Procedures
1755,0545F,2.0,,Patient management
1756,0546F,2.0,,Patient management
1757,0546T,3.0,,Radiofrequency Spectrometry Assessment and Bone Quality Testing Procedures
1758,0547F,2.0,,Patient management
1759,0548F,2.0,,Patient management
1760,0548T,3.0,,Incontinence Management Procedures
1761,0549F,2.0,,Patient management
1762,0549T,3.0,,Incontinence Management Procedures
1763,0550F,2.0,,Patient management
1764,0550T,3.0,,Incontinence Management Procedures
1765,0551F,2.0,,Patient management
1766,0552F,2.0,,Patient management
1767,0552T,3.0,,Laser Therapy and Implant Procedures
1768,0553F,2.0,,Patient management
1769,0554F,2.0,,Patient management
1770,0554T,3.0,,Bone Strength And Fracture Risk Assessment
1771,0555F,2.0,,Patient management
1772,0555T,3.0,,Bone Strength And Fracture Risk Assessment
1773,0556F,2.0,,Patient management
1774,0556T,3.0,,Bone Strength And Fracture Risk Assessment
1775,0557F,2.0,,Patient management
1776,0558F,2.0,,Patient management
1777,0558T,3.0,,Computed Tomography Analysis
1778,0559F,2.0,,Patient management
1779,0559T,3.0,,Anatomic Model And Guide Creation
1780,0560F,2.0,,Patient management
1781,0560T,3.0,,Anatomic Model And Guide Creation
1782,0561F,2.0,,Patient management
1783,0561T,3.0,,Anatomic Model And Guide Creation
1784,0562F,2.0,,Patient management
1785,0563F,2.0,,Patient management
1786,0563T,3.0,,Procedures on Eye Glands
1787,0564F,2.0,,Patient management
1788,0564T,3.0,,"Chemo Drug Essay, Implant and Other Procedures"
1789,0565F,2.0,,Patient management
1790,0565T,3.0,,"Chemo Drug Essay, Implant and Other Procedures"
1791,0566F,2.0,,Patient management
